Year,Make,Model,Trim,Drivetrain,Segment,Certified,Certified Program,Stock Number,VIN,Risk Light,Photo Count,Key Photo,DMS Status,Key Information,Lot Location,Age,Leads (last 7 days),Leads (Daily Avg Last 7 Days),Leads (Since Last Reprice),Leads (All),Mileage,Objective,Color,Price,Last Reprice,MSRP,Unit Cost,Est. Profit,ACV Wholesale,ACV MAX Retail,% to Market,Cost to Market,Market Rank (Matching),Market Listings (Matching),Market Rank (Overall),Market Listings (Overall),MDS (Overall),MDS (Matching),Proof point: Market,Proof point: MSRP,Syndication,CarGurus CTR,CarGurus SRP Views,CarGurus VDP Views,Book value: MMR,MMR - Cost,Book value: J.D. Power,Water,Proof point: J.D. Power,Proof point: KBB
2011,Honda,Accord,EX,FWD,Sedan,No,"",BN28850A,1HGCP2F76BA033236,Red,20,https://cdn.max.auto/102612/1HGCP2F76BA033236/68d83490c34e376627ce3ae3.jpg,S,Oil Change,"",29,2,0.3,4,4,"83,093",Retail,White,"$10,998.00",2025-10-06T14:09:00.000Z,"","$7,285.30","$3,712.70","$7,500.00","$11,275.00",103%,68%,7,8,294,353,41,33,$341.00 above,"",On,3.3%,"6,066",198,"$8,175.00",$889.70,"$8,325.00","$1,039.70",$677.00 below,"$2,753.00 above"
2016,BMW,2 Series,228i xDrive,AWD,Convertible,No,"",B35525B,WBA1L9C56GV324863,Red,20,https://cdn.max.auto/102612/WBA1L9C56GV324863/68cdd99cbbe78c13fc73eae5.jpg,S,Oil Change,"",28,1,0.1,1,1,"45,594",Retail,Gray,"$19,298.00",2025-10-08T13:14:00.000Z,"","$18,467.00",$831.00,"$14,900.00","$20,150.00","","","","","","","","","","",On,3.8%,"2,975",113,"","","$16,725.00","-$1,742.00","$3,327.00 below",$60.00 above
2020,Lexus,NX,,AWD,SUV,No,"",BL34257A,JTJGARDZ7L5004737,Yellow,20,https://cdn.max.auto/102612/JTJGARDZ7L5004737/68cae5c4bbe78c13fc12d040.jpg,S,Oil Change,"",28,0,0,0,1,"49,299",Retail,Silver,"$28,398.00",2025-10-15T10:44:00.000Z,"","$27,471.01",$926.99,"$24,850.00","$28,925.00",100%,97%,7,13,10,22,20,69,$66.00 below,"",On,1.9%,"12,300",233,"$24,700.00","-$2,771.01","$27,325.00",-$146.01,"$1,602.00 below",$738.00 below
2023,BMW,X5,xDrive40i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BL34277A,5UXCR6C07P9P28839,Green,20,https://cdn.max.auto/102612/5UXCR6C07P9P28839/68cdd99cbbe78c13fc73eabc.jpg,S,Oil Change|BMW CPO,"",28,0,0,0,0,"37,590",Retail,White,"$49,998.00",2025-10-06T14:09:00.000Z,"","$44,571.88","$5,426.12","$39,275.00","$48,950.00",101%,90%,17,26,171,333,74,90,$497.00 above,"",On,0.3%,"2,247",7,"$38,500.00","-$6,071.88","$43,550.00","-$1,021.88","$3,102.00 below","$3,707.00 above"
2017,BMW,5 Series,540i xDrive,AWD,Sedan,No,"",B35463A,WBAJE7C35HG479195,Red,0,"",S,,"",27,0,0,0,0,"117,846",Wholesale,Black,$0.00,"","","$15,700.00","","$12,775.00","$17,900.00","","",0,8,0,34,50,103,"","",Off,0.0%,0,0,"$15,150.00",-$550.00,"$13,850.00","-$1,850.00","",""
2024,BMW,X5,xDrive40i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),BN28898XX,5UX23EU00R9V76072,Green,20,https://cdn.max.auto/102612/5UX23EU00R9V76072/68cc50e99a2e8c18553cd1c2.jpg,S,,"",29,0,0,0,2,"12,673",Sold,Gray,"$67,998.00",2025-09-29T12:44:00.000Z,"","$63,954.82","$4,043.18","$56,575.00","$62,975.00",101%,95%,15,21,909,1055,42,38,$999.00 above,"",On,2.2%,"10,304",228,"$61,700.00","-$2,254.82","$52,750.00","-$11,204.82","$9,273.00 above","$8,554.00 above"
2024,BMW,X7,xDrive40i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35181B,5UX23EM02R9S76646,Green,20,https://cdn.max.auto/102612/5UX23EM02R9S76646/68d5a676c34e376627168fae.jpg,S,Oil Change|BMW CPO,"",27,1,0.1,1,3,"25,143",Sold,White,"$72,298.00",2025-10-06T07:27:00.000Z,"","$63,117.12","$9,180.88","$61,575.00","$67,375.00",102%,89%,15,27,393,613,51,43,"$1,357.00 above","",On,4.5%,"3,636",165,"$62,600.00",-$517.12,"$68,375.00","$5,257.88","$11,302.00 below","$4,255.00 above"
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35658,5UX53GP07T9200156,Green,13,https://cdn.max.auto/102612/5UX53GP07T9200156/68d1bc8ac34e376627bde11f.jpg,S,,"",23,0,0,0,1,2,Retail,Gray,"$56,190.00","","$56,190.00","$53,227.00","$2,963.00","","",98%,92%,117,351,150,481,177,253,"$1,420.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X7,M60i,AWD,SUV,No,"",B35656,5UX33EM07T9188302,Green,10,https://cdn.max.auto/102612/5UX33EM07T9188302/68d6b1c4c34e3766279e14e7.jpg,S,,"",23,0,0,0,1,19,Retail,"","$136,510.00","","$136,510.00","$127,812.00","$8,698.00","","",112%,105%,13,13,112,112,56,78,"$14,925.00 above",$0.00 below,On,5.2%,"4,096",212,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35660,5UX53GP0XT9199391,Green,13,https://cdn.max.auto/102612/5UX53GP0XT9199391/68d1bc8dc34e376627bdf052.jpg,S,,"",23,0,0,0,0,2,Retail,White,"$54,640.00","","$54,640.00","$51,787.00","$2,853.00","","",95%,90%,46,351,59,481,177,253,"$2,970.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2022,Audi,Q5,S line Premium Plus,AWD,SUV,No,"",B35200A,WA1EAAFY0N2076751,Yellow,20,https://cdn.max.auto/102612/WA1EAAFY0N2076751/68d83490c34e376627ce3a6d.jpg,S,,"",25,0,0,0,0,"25,202",Wholesale,"",$0.00,"","","$28,700.00","","$29,275.00","$34,400.00","","",0,28,0,82,60,74,"","",Off,0.0%,0,0,"$27,100.00","-$1,600.00","$29,400.00",$700.00,"",""
2018,BMW,X2,xDrive28i,AWD,SUV,No,"",B35273B,WBXYJ5C39JEF79079,Red,20,https://cdn.max.auto/102612/WBXYJ5C39JEF79079/68d5c643c34e376627856f78.jpg,S,Oil Change,"",25,0,0,0,1,"64,254",Retail,Black,"$16,998.00",2025-10-10T06:32:00.000Z,"","$16,552.83",$445.17,"$14,225.00","$17,250.00",104%,101%,16,21,29,35,45,38,$680.00 above,"",On,21.1%,95,20,"$12,950.00","-$3,602.83","$15,775.00",-$777.83,$602.00 below,"$2,877.00 above"
2023,BMW,5 Series,530e xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BN28902,WBA33AG05PCM40057,Green,20,https://cdn.max.auto/102612/WBA33AG05PCM40057/68d5a693c34e376627171b48.jpg,S,Oil Change|BMW CPO,"",23,0,0,0,0,"18,959",Retail,Red,"$42,498.00",2025-10-08T10:40:00.000Z,"","$42,210.70",$287.30,"$34,150.00","$40,175.00",101%,100%,7,11,311,540,59,52,$220.00 above,"",On,6.6%,"1,436",95,"$33,500.00","-$8,710.70","$34,200.00","-$8,010.70",$523.00 above,$15.00 above
2023,BMW,X7,xDrive40i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35138A,5UX23EM08P9P46112,Green,20,https://cdn.max.auto/102612/5UX23EM08P9P46112/68dbe63cc34e376627391932.jpg,S,Oil Change|BMW CPO,"",23,0,0,0,1,"22,533",Retail,White,"$68,998.00",2025-09-30T12:33:00.000Z,"","$65,184.08","$3,813.92","$59,650.00","$66,700.00",100%,94%,8,13,127,166,71,49,$325.00 below,"",On,18.2%,11,2,"$57,800.00","-$7,384.08","$61,925.00","-$3,259.08","$3,652.00 below",$169.00 below
2020,Porsche,Macan,Turbo,AWD,SUV,No,"",B35224B,WP1AF2A58LLB60914,Yellow,20,https://cdn.max.auto/102612/WP1AF2A58LLB60914/68dadeb5c34e376627d8f589.jpg,S,Oil Change,"",23,0,0,0,0,"54,527",Retail,Blue,"$48,698.00",2025-10-10T06:16:00.000Z,"","$42,796.00","$5,902.00","$39,225.00","$49,675.00",98%,86%,6,15,190,213,44,169,$927.00 below,"",On,8.2%,279,23,"$41,000.00","-$1,796.00","$47,475.00","$4,679.00","$3,452.00 below",$338.00 above
2023,BMW,4 Series,430i xDrive,AWD,Sedan,No,"",BL34504A,WBA73AV0XPFN40061,Green,20,https://cdn.max.auto/102612/WBA73AV0XPFN40061/68d6d157c34e37662704c8b2.jpg,S,,"",25,0,0,0,0,"25,066",Wholesale,Green,$0.00,2025-10-01T07:57:00.000Z,"","$33,658.50","","$33,400.00","$39,050.00","","",0,20,0,127,60,55,"","",Off,0.0%,0,0,"$36,000.00","$2,341.50","$37,075.00","$3,416.50","",""
2018,Honda,Accord,Touring 2.0T,FWD,Sedan,No,"",B35648A,1HGCV2F91JA017418,Red,20,https://cdn.max.auto/102612/1HGCV2F91JA017418/68d45f74c34e376627918e63.jpg,S,Oil Change,"",23,2,0.3,2,4,"70,603",Retail,Brown,"$21,998.00",2025-10-08T10:41:00.000Z,"","$21,530.95",$467.05,"$18,575.00","$22,175.00",99%,97%,6,11,288,333,43,30,$136.00 below,"",On,11.1%,"11,032","1,220","$18,550.00","-$2,980.95","$22,275.00",$744.05,"$3,552.00 below",$627.00 above
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35676,5UX53GP02T9202087,Green,9,https://cdn.max.auto/102612/5UX53GP02T9202087/68deac47c34e37662791dcce.jpg,S,,"",23,0,0,0,0,3,Retail,Gray,"$55,290.00","","$55,290.00","$52,392.00","$2,898.00","","",96%,91%,85,351,108,481,177,253,"$2,320.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35669,5UX53GP03T9200641,Green,9,https://cdn.max.auto/102612/5UX53GP03T9200641/68deac4bc34e37662791f9d2.jpg,S,,"",23,0,0,0,1,3,Retail,Blue,"$58,240.00","","$58,240.00","$55,137.00","$3,103.00","","",101%,96%,223,351,287,481,177,253,$630.00 above,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35668,5UX53GP05T9199914,Green,9,https://cdn.max.auto/102612/5UX53GP05T9199914/68deac4bc34e37662791f9dc.jpg,S,,"",23,0,0,0,0,9,Retail,Blue,"$59,090.00","","$59,090.00","$55,927.00","$3,163.00","","",103%,97%,257,351,334,481,177,253,"$1,480.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35666,5UX53GP08T9200683,Green,8,https://cdn.max.auto/102612/5UX53GP08T9200683/68deac47c34e37662791da7b.jpg,S,,"",23,0,0,0,0,2,Retail,White,"$58,840.00","","$58,840.00","$55,697.00","$3,143.00","","",102%,97%,247,351,319,481,177,253,"$1,230.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,M50 xDrive,AWD,SUV,No,"",B35661,5UX73GP01T9197361,Green,9,https://cdn.max.auto/102612/5UX73GP01T9197361/68deac47c34e37662791d8ac.jpg,S,,"",22,0,0,0,0,2,Retail,White,"$75,490.00","","$75,490.00","$71,182.00","$4,308.00","","",103%,97%,25,27,478,481,177,78,"$2,090.00 above",$0.00 below,On,8.9%,708,63,"","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35664,WBX73EF07T5427857,Green,9,https://cdn.max.auto/102612/WBX73EF07T5427857/68deac48c34e37662791e011.jpg,S,,"",22,0,0,0,0,2,Retail,Gray,"$48,855.00","","$48,855.00","$46,412.00","$2,443.00","","",100%,95%,64,123,84,174,193,284,$143.00 below,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35665,WBX73EF07T5434825,Green,8,https://cdn.max.auto/102612/WBX73EF07T5434825/68deac47c34e37662791d9a5.jpg,S,,"",22,0,0,0,0,2,Retail,Green,"$49,305.00","","$49,305.00","$46,832.00","$2,473.00","","",101%,96%,76,123,101,174,193,284,$307.00 above,$0.00 below,On,0.0%,0,0,"","","","","",""
2020,Chevrolet,Equinox,LT,AWD,SUV,No,"",B35519A,2GNAXUEV2L6267283,Yellow,21,https://cdn.max.auto/102612/2GNAXUEV2L6267283/68dafad7c34e3766276948ae.jpg,S,4 Tires|Alignment|Oil Change,"",23,0,0,0,0,"53,294",Retail,Gray,"$18,598.00",2025-10-10T06:19:00.000Z,"","$16,957.39","$1,640.61","$15,300.00","$18,275.00",100%,91%,11,23,87,126,60,38,$18.00 above,"",On,0.0%,0,0,"$15,150.00","-$1,807.39","$16,275.00",-$682.39,"$1,177.00 below",$661.00 above
2024,Mercedes-Benz,GLE,GLE 450,AWD,SUV,No,"",B35633A,4JGFB5KB8RB099549,Yellow,20,https://cdn.max.auto/102612/4JGFB5KB8RB099549/68dc0245c34e376627a22828.jpg,S,Oil Change,"",25,0,0,0,0,"38,555",Retail,Gray,"$61,998.00",2025-10-10T06:11:00.000Z,"","$59,661.23","$2,336.77","$54,000.00","$62,125.00",100%,96%,4,9,634,1265,56,270,$24.00 above,"",On,19.8%,106,21,"$54,600.00","-$5,061.23","$60,325.00",$663.77,"$5,252.00 below","$5,733.00 above"
2025,BMW,M2, ,RWD,Coupe,No,"",B35673,3MF23DM05S8F77159,Yellow,9,https://cdn.max.auto/102612/3MF23DM05S8F77159/68daa2bcc34e376627f2d5c6.jpg,S,,"",21,1,0.1,0,2,2,Retail,Red,"$76,675.00","","$76,675.00","$72,282.00","$4,393.00","","",104%,98%,8,8,10,10,39,60,"$2,668.00 above",$0.00 below,On,6.7%,"15,258","1,017","","","","","",""
2025,BMW,3 Series,330i xDrive,AWD,Sedan,No,"",B35682,3MW89CW01S8F45633,Green,13,https://cdn.max.auto/102612/3MW89CW01S8F45633/68d5a693c34e376627171c29.jpg,S,,"",20,3,0.4,0,3,2,Retail,White,"$51,200.00","","$51,200.00","$48,720.70","$2,479.30","","",99%,95%,18,73,33,94,35,54,$335.00 below,$0.00 below,On,19.2%,73,14,"","","","","",""
2025,BMW,3 Series,330i xDrive,AWD,Sedan,No,"",B35683,3MW89CW02S8F83629,Green,9,https://cdn.max.auto/102612/3MW89CW02S8F83629/68deac4bc34e37662791f964.jpg,S,,"",20,1,0.1,0,1,2,Retail,White,"$55,070.00","","$55,070.00","$52,192.00","$2,878.00","","",107%,101%,71,73,88,94,35,54,"$3,535.00 above",$0.00 below,On,2.9%,"1,931",56,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35678,5UX23EU01T9203338,Green,9,https://cdn.max.auto/102612/5UX23EU01T9203338/68e675a7ae6c705a3d072ef3.jpg,S,,"",21,1,0.1,0,3,2,Retail,Gray,"$81,025.00","","$81,025.00","$76,327.00","$4,698.00","","",103%,97%,131,172,202,346,53,62,"$2,269.00 above",$0.00 below,On,9.6%,73,7,"","","","","",""
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35677,5UX23EU09T9206598,Green,0,"",S,,"",21,1,0.1,0,1,3,Retail,Black,"$83,725.00","","$83,725.00","$78,990.70","$4,734.30","","",106%,100%,157,172,265,346,53,62,"$4,969.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2025,BMW,X2,xDrive28i,AWD,SUV,No,"",B35684,WBX63GM0XS5299512,Green,9,https://cdn.max.auto/102612/WBX63GM0XS5299512/68deac46c34e37662791d5d2.jpg,S,,"",20,0,0,0,0,2,Retail,Black,"$46,595.00","","$46,595.00","$44,440.70","$2,154.30","","",104%,100%,12,17,12,22,83,90,"$2,004.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35686,WBX73EF01T5435128,Green,13,https://cdn.max.auto/102612/WBX73EF01T5435128/68d5a68dc34e3766271707e3.jpg,S,,"",20,0,0,0,0,2,Retail,Blue,"$49,505.00","","$49,505.00","$47,017.00","$2,488.00","","",101%,96%,79,123,104,174,193,284,$507.00 above,$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X1,xDrive28i,AWD,SUV,No,"",B35687,WBX73EF07T5428006,Green,9,https://cdn.max.auto/102612/WBX73EF07T5428006/68deac47c34e37662791daa2.jpg,S,,"",20,0,0,0,0,2,Retail,Green,"$49,905.00","","$49,905.00","$47,387.00","$2,518.00","","",102%,97%,88,123,114,174,193,284,$907.00 above,$0.00 below,On,5.4%,37,2,"","","","","",""
2024,BMW,2 Series,M235i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B34322A,WBA13AL08R7R61850,Red,20,https://cdn.max.auto/102612/WBA13AL08R7R61850/68d81865c34e37662789ad12.jpg,S,Oil Change|BMW CPO,"",21,0,0,0,0,"6,727",Retail,Gray,"$45,998.00",2025-09-29T06:22:00.000Z,"","$40,530.50","$5,467.50","$34,750.00","$43,575.00",99%,88%,13,21,729,843,54,73,$286.00 below,"",On,0.0%,0,0,"$40,800.00",$269.50,"$39,925.00",-$605.50,"$2,477.00 below","$2,848.00 below"
2026,BMW,X5,xDrive40i,AWD,SUV,No,"",B35699,5UX23EU09T9208951,Green,9,https://cdn.max.auto/102612/5UX23EU09T9208951/68deac4bc34e37662791f53e.jpg,S,,"",20,0,0,0,3,2,Retail,Blue,"$78,275.00","","$78,275.00","$73,767.00","$4,508.00","","",99%,94%,83,172,119,346,53,62,$481.00 below,$0.00 below,On,0.0%,0,0,"","","","","",""
2025,BMW,3 Series,330i xDrive,AWD,Sedan,No,"",B35695,3MW89CW05S8F77002,Green,13,https://cdn.max.auto/102612/3MW89CW05S8F77002/68d6d156c34e37662704c39f.jpg,S,,"",20,1,0.1,0,2,2,Retail,Black,"$51,070.00","","$51,070.00","$48,467.00","$2,603.00","","",99%,94%,18,73,33,94,35,54,$465.00 below,$0.00 below,On,1.7%,"3,753",63,"","","","","",""
2026,BMW,X3,M50 xDrive,AWD,SUV,No,"",B35698,5UX73GP04T9205503,Green,9,https://cdn.max.auto/102612/5UX73GP04T9205503/68deac4ec34e376627920d98.jpg,S,,"",20,0,0,0,3,2,Retail,Blue,"$74,640.00","","$74,640.00","$70,392.00","$4,248.00","","",102%,96%,23,27,476,481,177,78,"$1,240.00 above",$0.00 below,On,8.1%,197,16,"","","","","",""
2022,BMW,X3,xDrive30i,AWD,SUV,Yes,"",BN28896,5UX53DP02N9N25511,Green,0,"",S,,"",30,0,0,0,0,"35,705",Sold,Blue,$0.00,"","","$27,190.72","","$28,875.00","$34,825.00","","",0,50,0,91,41,41,"","",On,0.0%,0,0,"","","$31,100.00","$3,909.28","",""
2020,Lincoln,Corsair,Reserve,AWD,SUV,No,"",BL34479A,5LMCJ2D99LUL00544,Yellow,20,https://cdn.max.auto/102612/5LMCJ2D99LUL00544/68d85400c34e37662724f3a0.jpg,S,,"",21,0,0,0,0,"69,951",Wholesale,Blue,$0.00,"","","$16,366.50","","$18,625.00","$23,950.00","","",0,13,0,31,54,98,"","",Off,0.0%,0,0,"$18,000.00","$1,633.50","$22,100.00","$5,733.50","",""
2023,BMW,X3,xDrive30i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35475A,5UX53DP05P9R51647,Green,0,"",S,Oil Change|BMW CPO,"",20,0,0,0,1,"33,125",Sold,White,"$38,998.00",2025-09-25T14:18:00.000Z,"","$38,332.22",$665.78,"$31,700.00","$37,675.00",104%,102%,11,14,181,325,62,53,"$1,385.00 above","",Off,0.0%,0,0,"$31,700.00","-$6,632.22","$33,800.00","-$4,532.22","$1,177.00 below","$1,913.00 above"
2019,BMW,3 Series,330i xDrive,AWD,Sedan,No,"",B35588B,3MW5R7J57K8B02612,Yellow,20,https://cdn.max.auto/102612/3MW5R7J57K8B02612/68dd493fc34e376627a60dfc.jpg,S,Oil Change,"",20,3,0.4,4,4,"47,677",Retail,Black,"$25,498.00",2025-10-01T12:25:00.000Z,"","$23,909.88","$1,588.12","$20,875.00","$24,950.00",101%,95%,35,62,256,295,36,31,$363.00 above,"",On,3.8%,"10,360",394,"$21,200.00","-$2,709.88","$22,975.00",-$934.88,"$1,902.00 below","$1,133.00 below"
2019,BMW,X5,xDrive40i,AWD,SUV,No,"",BN28904,5UXCR6C5XKLL04708,Yellow,21,https://cdn.max.auto/102612/5UXCR6C5XKLL04708/68db1a28c34e3766271b3559.jpg,S,Oil Change,"",20,0,0,0,1,"72,098",Wholesale,White,$0.00,2025-10-07T10:12:00.000Z,"","$23,716.45","","$23,575.00","$27,775.00","","",0,17,0,25,43,59,"","",On,3.1%,"1,792",56,"$23,900.00",$183.55,"$26,275.00","$2,558.55","",""
2022,BMW,5 Series,M550i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),BN28905,WBA13BK06NCL05607,Green,20,https://cdn.max.auto/102612/WBA13BK06NCL05607/68dc21dbc34e376627147e54.jpg,S,Oil Change|BMW CPO,"",20,0,0,0,1,"45,786",Retail,Blue,"$50,298.00",2025-10-06T07:20:00.000Z,"","$46,212.34","$4,085.66","$44,650.00","$51,350.00","","","","","","","","","","",On,5.3%,"9,875",526,"$45,000.00","-$1,212.34","$50,025.00","$3,812.66","$10,352.00 below","$1,914.00 below"
2023,BMW,3 Series,330i xDrive,AWD,Sedan,Yes,BMW Certified Pre-Owned (CPOV),B35671A,3MW89FF01P8D27541,Green,20,https://cdn.max.auto/102612/3MW89FF01P8D27541/68e0faf4c34e376627509651.jpg,S,Oil Change|BMW CPO,"",20,3,0.4,3,3,"10,474",Retail,Black,"$39,498.00",2025-10-02T13:43:00.000Z,"","$37,524.55","$1,973.45","$33,850.00","$39,025.00",100%,95%,9,15,624,825,54,36,$107.00 below,"",On,18.0%,372,67,"$34,000.00","-$3,524.55","$37,050.00",-$474.55,"$2,577.00 below","$1,385.00 below"
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35703,5UX53GP00T9207403,Green,9,https://cdn.max.auto/102612/5UX53GP00T9207403/68dc21dbc34e376627147ace.jpg,S,,"",15,0,0,0,0,2,Retail,Blue,"$62,440.00","","$62,440.00","$59,042.00","$3,398.00","","",108%,102%,338,351,430,481,177,253,"$4,830.00 above",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35705,5UX53GP02T9207628,Green,9,https://cdn.max.auto/102612/5UX53GP02T9207628/68dc21dbc34e376627147a0e.jpg,S,,"",15,0,0,0,0,2,Retail,Blue,"$56,140.00","","$56,140.00","$53,182.00","$2,958.00","","",97%,92%,117,351,150,481,177,253,"$1,470.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,30 xDrive,AWD,SUV,No,"",B35697,5UX53GP04T9207162,Green,9,https://cdn.max.auto/102612/5UX53GP04T9207162/68e40063c34e376627f66e21.jpg,S,,"",15,0,0,0,1,2,Retail,Blue,"$56,190.00","","$56,190.00","$53,227.00","$2,963.00","","",98%,92%,117,351,150,481,177,253,"$1,420.00 below",$0.00 below,On,0.0%,0,0,"","","","","",""
2026,BMW,X3,M50 xDrive,AWD,SUV,No,"",B35689,5UX73GP06T9199283,Green,9,https://cdn.max.auto/102612/5UX73GP06T9199283/68dc21dcc34e376627148020.jpg,S,,"",15,0,0,0,0,2,Retail,Red,"$76,140.00","","$76,140.00","$71,787.00","$4,353.00","","",104%,98%,27,27,481,481,177,78,"$2,740.00 above",$0.00 below,On,15.0%,619,93,"","","","","",""
2015,BMW,3 Series,328i xDrive,AWD,Sedan,No,"",BL34212A,WBA3B5G54FNS12866,Red,20,https://cdn.max.auto/102612/WBA3B5G54FNS12866/68e53d5bae6c705a3d9b6128.jpg,S,Oil Change,"",19,4,0.6,5,6,"54,327",Sold,Blue,"$16,998.00",2025-10-03T10:48:00.000Z,"","$9,796.00","$7,202.00","$10,875.00","$14,900.00","","","","","","","","","","",On,20.2%,669,135,"$10,950.00","$1,154.00","$10,200.00",$404.00,"$1,598.00 above",""
2016,BMW,5 Series,535i xDrive,AWD,Sedan,No,"",B35527A,WBA5B3C57GG253369,Red,0,"",S,,"",19,0,0,0,1,"84,344",Wholesale,"",$0.00,"","","$10,700.00","","$10,900.00","$16,550.00","","",0,6,0,10,18,26,"","",Off,0.0%,0,0,"$9,875.00",-$825.00,"$13,100.00","$2,400.00","",""
2022,Volvo,XC40 Recharge Pure Electric,Twin Ultimate,AWD,SUV,No,"",B35586A,YV4ED3UB2N2678958,Yellow,20,https://cdn.max.auto/102612/YV4ED3UB2N2678958/68ddc0abc34e376627629a9a.jpg,S,,"",19,0,0,0,0,"26,534",Retail,Blue,"$28,998.00",2025-10-13T07:19:00.000Z,"","$24,414.90","$4,583.10","$20,150.00","$29,325.00",99%,84%,4,6,29,46,37,34,$204.00 below,"",On,3.6%,"1,568",57,"$24,400.00",-$14.90,"$27,475.00","$3,060.10","$2,527.00 below","$1,394.00 below"
2023,Audi,S3,Premium Plus,AWD,Sedan,No,"",B35696A,WAUH3DGY5PA069958,Yellow,20,https://cdn.max.auto/102612/WAUH3DGY5PA069958/68e136d4c34e376627f8c737.jpg,S,Oil Change,"",20,0,0,0,0,"24,764",Retail,White,$0.00,"","","$38,223.82","","$36,275.00","$39,300.00","","",0,15,0,26,57,59,"","",Off,0.0%,0,0,"$36,500.00","-$1,723.82","$36,975.00","-$1,248.82","",""
2024,Chevrolet,Silverado 2500HD,ZR2,4WD,Truck,No,"",BN28899XXA,1GC4YYE72RF347760,Yellow,20,https://cdn.max.auto/102612/1GC4YYE72RF347760/68dd654cc34e376627071b08.jpg,S,Oil Change,"",20,0,0,0,0,"23,644",Retail,Black,"$72,498.00",2025-10-01T11:56:00.000Z,"","$62,700.00","$9,798.00","$62,900.00","$68,625.00",100%,86%,20,43,214,292,71,105,$124.00 below,"",Off,0.0%,0,0,"$62,200.00",-$500.00,"$64,875.00","$2,175.00","$1,973.00 above","$4,340.00 above"
2023,BMW,X3,xDrive30i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35450A,5UX53DP08P9R62285,Green,20,https://cdn.max.auto/102612/5UX53DP08P9R62285/68dc0245c34e376627a22888.jpg,S,,"",18,0,0,0,0,"43,200",Retail,Black,"$36,498.00",2025-09-30T12:39:00.000Z,"","$33,021.30","$3,476.70","$29,700.00","$35,025.00",102%,93%,10,17,96,325,62,70,$831.00 above,"",On,0.0%,0,0,"$28,800.00","-$4,221.30","$32,950.00",-$71.30,"$2,827.00 below",$974.00 above
2021,Volvo,XC60,Inscription,AWD,SUV,No,"",B35675A,YV4102RL3M1803542,Yellow,20,https://cdn.max.auto/102612/YV4102RL3M1803542/68df0493c34e376627bf60de.jpg,S,Oil Change,"",19,0,0,0,0,"78,354",Retail,White,"$25,998.00",2025-10-07T11:12:00.000Z,"","$18,200.00","$7,798.00","$20,625.00","$24,175.00",99%,70%,15,24,64,215,72,83,$188.00 below,"",Off,0.0%,0,0,"$19,300.00","$1,100.00","$23,450.00","$5,250.00",$752.00 below,"$2,306.00 above"
2022,BMW,X3,xDrive30i,AWD,SUV,Yes,BMW Certified Pre-Owned (CPOV),B35444A,WBX57DP06NN175798,Green,20,https://cdn.max.auto/102612/WBX57DP06NN175798/68dc3eb3c34e376627a96cba.jpg,S,Oil Change|BMW CPO,"",18,0,0,0,0,"28,484",Retail,Black,"$36,998.00",2025-10-01T12:19:00.000Z,"","$36,734.84",$263.16,"$30,150.00","$35,700.00",101%,100%,19,30,66,91,41,28,$226.00 above,"",On,25.0%,4,1,"$29,900.00","-$6,834.84","$32,125.00","-$4,609.84",$627.00 below,"$2,202.00 above"
